# CVS $Revision$ $Author$ -- Sat May 17 17:46:58 2008 -- reformated by prettylst.pl v1.38 (build 5869)
SOURCELONG:Alchemy and Herbalists	SOURCESHORT:AlchemyHrb	SOURCEWEB:http://dragonwing.net/

###Block: SPELL.MOD generated from the old CLASSSPELL files
# Spell Name			Classes of caster
Calm Animals.MOD			CLASSES:Taraston Apothecary=1
Create Water.MOD			CLASSES:Taraston Apothecary=0
Cure Light Wounds.MOD		CLASSES:Taraston Apothecary=1
Cure Minor Wounds.MOD		CLASSES:Taraston Apothecary=0
Delay Poison.MOD			CLASSES:Taraston Apothecary=2
Detect Poison.MOD			CLASSES:Taraston Apothecary=0
Goodberry.MOD			CLASSES:Taraston Apothecary=1
Lesser Restoration.MOD		CLASSES:Taraston Apothecary=2
Purify Food and Drink.MOD	CLASSES:Taraston Apothecary=0
Virtue.MOD				CLASSES:Taraston Apothecary=0
