# CVS $Revision$ $Author$ -- Fri Oct  1 00:28:13 2010 -- reformated by prettylst.pl v1.39 (build 11455)
SOURCELONG:Advanced Player's Guide	SOURCESHORT:PFAPG	SOURCEWEB:http://paizo.com/store/downloads/pathfinder/pathfinderRPG/v5748btpy8fo1	SOURCEDATE:2010-08
#Original Entry By: Andrew Maitland

# Spell Name				Classes of caster
#Inquisitor spells
# Spell Name				Classes of caster
Acid Splash.MOD				CLASSES:Inquisitor=0
Bleed.MOD					CLASSES:Inquisitor=0
Create Water.MOD				CLASSES:Inquisitor=0
Daze.MOD					CLASSES:Inquisitor=0
Detect Magic.MOD				CLASSES:Inquisitor=0
Detect Poison.MOD				CLASSES:Inquisitor=0
Disrupt Undead.MOD			CLASSES:Inquisitor=0
Guidance.MOD				CLASSES:Inquisitor=0
Light.MOD					CLASSES:Inquisitor=0
Read Magic.MOD				CLASSES:Inquisitor=0
Resistance.MOD				CLASSES:Inquisitor=0
Stabilize.MOD				CLASSES:Inquisitor=0
Virtue.MOD					CLASSES:Inquisitor=0

Alarm.MOD					CLASSES:Inquisitor=1
Bane.MOD					CLASSES:Inquisitor=1
Bless.MOD					CLASSES:Inquisitor=1
Bless Water.MOD				CLASSES:Inquisitor=1
Cause Fear.MOD				CLASSES:Inquisitor=1
Command.MOD					CLASSES:Inquisitor=1
Comprehend Languages.MOD		CLASSES:Inquisitor=1
Cure Light Wounds.MOD			CLASSES:Inquisitor=1
Curse Water.MOD				CLASSES:Inquisitor=1
Detect Chaos.MOD				CLASSES:Inquisitor=1
Detect Evil.MOD				CLASSES:Inquisitor=1
Detect Good.MOD				CLASSES:Inquisitor=1
Detect Law.MOD				CLASSES:Inquisitor=1
Detect Undead.MOD				CLASSES:Inquisitor=1
Disguise Self.MOD				CLASSES:Inquisitor=1
Divine Favor.MOD				CLASSES:Inquisitor=1
Doom.MOD					CLASSES:Inquisitor=1
Expeditious Retreat.MOD			CLASSES:Inquisitor=1
Hide from Undead.MOD			CLASSES:Inquisitor=1
Inflict Light Wounds.MOD		CLASSES:Inquisitor=1
Magic Weapon.MOD				CLASSES:Inquisitor=1
Protection from Chaos.MOD		CLASSES:Inquisitor=1
Protection from Evil.MOD		CLASSES:Inquisitor=1
Protection from Good.MOD		CLASSES:Inquisitor=1
Protection from Law.MOD			CLASSES:Inquisitor=1
Remove Fear.MOD				CLASSES:Inquisitor=1
Sanctuary.MOD				CLASSES:Inquisitor=1
Shield of Faith.MOD			CLASSES:Inquisitor=1
True Strike.MOD				CLASSES:Inquisitor=1

Aid.MOD					CLASSES:Inquisitor=2
Align Weapon.MOD				CLASSES:Inquisitor=2
Calm Emotions.MOD				CLASSES:Inquisitor=2
Consecrate.MOD				CLASSES:Inquisitor=2
Cure Moderate Wounds.MOD		CLASSES:Inquisitor=2
Darkness.MOD				CLASSES:Inquisitor=2
Death Knell.MOD				CLASSES:Inquisitor=2
Delay Poison.MOD				CLASSES:Inquisitor=2
Desecrate.MOD				CLASSES:Inquisitor=2
Detect Thoughts.MOD			CLASSES:Inquisitor=2
Enthrall.MOD				CLASSES:Inquisitor=2
Find Traps.MOD				CLASSES:Inquisitor=2
Hold Person.MOD				CLASSES:Inquisitor=2
Inflict Moderate Wounds.MOD		CLASSES:Inquisitor=2
Invisibility.MOD				CLASSES:Inquisitor=2
Knock.MOD					CLASSES:Inquisitor=2
Remove Paralysis.MOD			CLASSES:Inquisitor=2
Resist Energy.MOD				CLASSES:Inquisitor=2
Restoration.MOD				CLASSES:Inquisitor=2
#See Invisibility (Lesser).MOD		CLASSES:Inquisitor=2
Shield Other.MOD				CLASSES:Inquisitor=2
Silence.MOD					CLASSES:Inquisitor=2
Spiritual Weapon.MOD			CLASSES:Inquisitor=2
Tongues.MOD					CLASSES:Inquisitor=2
Undetectable Alignment.MOD		CLASSES:Inquisitor=2
Whispering Wind.MOD			CLASSES:Inquisitor=2
Zone of Truth.MOD				CLASSES:Inquisitor=2

Arcane Sight.MOD				CLASSES:Inquisitor=3
Continual Flame.MOD			CLASSES:Inquisitor=3
